scenario,default_rate,recovery_rate,iteration,senior_return,junior_return,equity_return,total_final_value
Mid-Market DL (£100M),0.05,0.4,22,0.06,0.092177525,0.65035701,112547120.6
Mid-Market DL (£100M),0.05,0.4,23,0.06,0.09184688,0.44736979,110510635.5
Mid-Market DL (£100M),0.05,0.4,24,0.06,0.081594785,0.379176018,109623655.88
Mid-Market DL (£100M),0.05,0.4,25,0.06,0.09628223,0.777025784,113895902.44
Mid-Market DL (£100M),0.05,0.4,26,0.06,0.09491428,0.568110712,111779392.72
Mid-Market DL (£100M),0.05,0.4,27,0.06,0.09194078,0.773552624,113774341.84
Mid-Market DL (£100M),0.05,0.4,28,0.06,0.09395986,0.413567332,110214870.52
Mid-Market DL (£100M),0.05,0.4,29,0.06,0.084889505,0.410315114,110000941.24
Mid-Market DL (£100M),0.05,0.4,30,0.06,0.0695724315,0.389145641,109482905.04
Mid-Market DL (£100M),0.05,0.4,31,0.06,0.0990743,0.77925944,113974080.4
Mid-Market DL (£100M),0.05,0.4,32,0.06,-0.1055656695,-0.207807979,100010606.82
Mid-Market DL (£100M),0.05,0.4,33,0.06,0.077124225,0.379836366,109540848.16
Mid-Market DL (£100M),0.05,0.4,34,0.06,0.091542505,0.773234004,113763190.14
Mid-Market DL (£100M),0.05,0.4,35,0.06,0.0984729,0.16355675,107805025.5
Mid-Market DL (£100M),0.05,0.4,36,0.06,0.088602115,0.326716968,109239211.98
Mid-Market DL (£100M),0.05,0.4,37,0.06,0.069695802,0.193495942,107528875.46
Mid-Market DL (£100M),0.05,0.4,38,0.06,0.09774082,0.281606776,108970884.16
Mid-Market DL (£100M),0.05,0.4,39,0.06,0.085845705,0.588019624,111797110.34
Mid-Market DL (£100M),0.05,0.4,40,0.06,0.090811135,0.358205396,109598276.66
Mid-Market DL (£100M),0.05,0.4,41,0.06,0.09226046,-0.123758648,104807622.72
Mid-Market DL (£100M),0.05,0.4,42,0.06,0.08404683,-0.298833324,102892603.36
Mid-Market DL (£100M),0.05,0.4,43,0.06,0.0670745325,0.554590633,111087396.98
Mid-Market DL (£100M),0.05,0.4,44,0.06,0.099682835,0.144978338,107643440.08
Mid-Market DL (£100M),0.05,0.4,45,0.06,0.085645215,0.587991914,111792823.44
Mid-Market DL (£100M),0.05,0.4,46,0.06,0.099717255,0.534328236,111537627.46
Mid-Market DL (£100M),0.05,0.4,47,0.06,0.08606821,0.523541904,111156783.24
Mid-Market DL (£100M),0.05,0.4,48,0.06,0.09930369,0.254813736,108734211.16
Mid-Market DL (£100M),0.05,0.4,49,0.06,0.08878967,0.564004526,111615838.66
Mid-Market DL (£100M),0.1,0.4,0,0.06,0.094001125,0.514053124,111220553.74
Mid-Market DL (£100M),0.1,0.4,1,0.06,0.07905072,0.335502298,109136037.38
Mid-Market DL (£100M),0.1,0.4,2,0.06,0.097307045,-0.433041302,101815727.88
Mid-Market DL (£100M),0.1,0.4,3,0.06,0.09246478,0.405182612,110101121.72
Mid-Market DL (£100M),0.1,0.4,4,0.06,0.080939475,0.286658596,108685375.46
Mid-Market DL (£100M),0.1,0.4,5,0.06,0.086547355,-0.088107172,105049875.38
Mid-Market DL (£100M),0.1,0.4,6,0.06,0.095333925,0.5465001,111571679.5
Mid-Market DL (£100M),0.1,0.4,7,0.06,0.09444808,-0.191328496,104175676.64
Mid-Market DL (£100M),0.1,0.4,8,0.06,0.090256975,0.273007574,108735215.24
Mid-Market DL (£100M),0.1,0.4,9,0.06,0.0696420585,0.195984089,107552682.06
Mid-Market DL (£100M),0.1,0.4,10,0.06,0.09512198,-0.294424082,103158198.78
Mid-Market DL (£100M),0.1,0.4,11,0.06,-0.216057065,-0.603057632,93848282.38
Mid-Market DL (£100M),0.1,0.4,12,0.06,0.07211641,-0.302890412,102613424.08
Mid-Market DL (£100M),0.1,0.4,13,0.06,0.089937445,0.147962864,107478377.54
Mid-Market DL (£100M),0.1,0.4,14,0.06,0.09574149,-0.063908724,105475742.56
Mid-Market DL (£100M),0.1,0.4,15,0.06,0.093621295,0.173673232,107809158.22
Mid-Market DL (£100M),0.1,0.4,16,0.06,0.099215785,-0.274547804,103438837.66
Mid-Market DL (£100M),0.1,0.4,17,0.06,0.098835165,-0.264410234,103532600.96
Mid-Market DL (£100M),0.1,0.4,18,0.06,0.080647415,0.118137108,106994319.38
Mid-Market DL (£100M),0.1,0.4,19,0.06,0.09352868,0.214403998,108214613.58
Mid-Market DL (£100M),0.1,0.4,20,0.06,0.096929865,0.271189124,108850488.54
Mid-Market DL (£100M),0.1,0.4,21,0.06,0.075243995,0.348820686,109193086.76
Mid-Market DL (£100M),0.1,0.4,22,0.06,0.0987937,-0.179167952,104384194.48
Mid-Market DL (£100M),0.1,0.4,23,0.06,0.093557145,0.527165422,111342797.12
Mid-Market DL (£100M),0.1,0.4,24,0.06,0.095206455,0.187843926,107982568.36
Mid-Market DL (£100M),0.1,0.4,25,0.06,0.08927351,0.533278372,111318253.92
Mid-Market DL (£100M),0.1,0.4,26,0.06,0.09338538,0.496511372,111032821.32
Mid-Market DL (£100M),0.1,0.4,27,0.06,0.0937201,-0.45724133,101501988.7
Mid-Market DL (£100M),0.1,0.4,28,0.06,0.08864175,0.272426386,108697098.86
Mid-Market DL (£100M),0.1,0.4,29,0.06,0.09846789,0.67330522,112902410.0
Mid-Market DL (£100M),0.1,0.4,30,0.06,0.09464078,0.274865972,108841475.32
Mid-Market DL (£100M),0.1,0.4,31,0.06,0.09159056,-0.128941546,104742395.74
Mid-Market DL (£100M),0.1,0.4,32,0.06,0.093717,-0.088868286,105185657.14
Mid-Market DL (£100M),0.1,0.4,33,0.06,0.02710036,-0.494620262,99795804.58
Mid-Market DL (£100M),0.1,0.4,34,0.06,0.03150679,-0.489864348,99931492.32
Mid-Market DL (£100M),0.1,0.4,35,0.06,0.08420427,0.001079948,105894884.88
Mid-Market DL (£100M),0.1,0.4,36,0.06,0.0951549,0.232696188,108430059.88
Mid-Market DL (£100M),0.1,0.4,37,0.06,0.064395245,-0.477294454,100714960.36
Mid-Market DL (£100M),0.1,0.4,38,0.06,0.0685161195,0.145137589,107021698.28
Mid-Market DL (£100M),0.1,0.4,39,0.06,0.05908965175,-0.1337775975,104044017.06
Mid-Market DL (£100M),0.1,0.4,40,0.06,0.09662868,0.105218146,107184755.06
Mid-Market DL (£100M),0.1,0.4,41,0.06,0.083754245,-0.40464001,101828684.8
Mid-Market DL (£100M),0.1,0.4,42,0.06,0.084104505,-0.334176574,102540324.36
Mid-Market DL (£100M),0.1,0.4,43,0.06,0.07598228,-0.169299456,104026651.04
Mid-Market DL (£100M),0.1,0.4,44,0.06,0.09243292,-0.409784748,101950810.92
Mid-Market DL (£100M),0.1,0.4,45,0.06,0.093858835,-0.0417828,105659348.7
Mid-Market DL (£100M),0.1,0.4,46,0.06,0.074293795,0.626886828,111954744.18
Mid-Market DL (£100M),0.1,0.4,47,0.06,0.067567668,0.24938981,108045251.46
Mid-Market DL (£100M),0.1,0.4,48,0.06,0.072000515,0.146358192,107103592.22
Mid-Market DL (£100M),0.1,0.4,49,0.06,0.09104259,0.772834072,113749192.52
Spec Sit Fund (£50M),0.02,0.4,0,0.08,0.147639408,0.7620218933333334,59960656.8
Spec Sit Fund (£50M),0.02,0.4,1,0.08,0.137138832,0.55605768,58284668.0
Spec Sit Fund (£50M),0.02,0.4,2,0.08,0.139004976,0.44670434666666664,57487844.8
Spec Sit Fund (£50M),0.02,0.4,3,0.08,0.12835596,0.7513088666666666,59639266.0
Spec Sit Fund (£50M),0.02,0.4,4,0.08,0.147921228,0.76217846,59965353.8
Spec Sit Fund (£50M),0.02,0.4,5,0.08,0.130769448,0.5473178533333334,58139502.0
Spec Sit Fund (£50M),0.02,0.4,6,0.08,0.136282836,0.7557126866666667,59771380.6
Spec Sit Fund (£50M),0.02,0.4,7,0.08,0.117426492,0.74523694,59457108.2
Spec Sit Fund (£50M),0.02,0.4,8,0.08,0.098519856,0.7347332533333333,59141997.6
Spec Sit Fund (£50M),0.02,0.4,9,0.08,0.114270516,0.74348362,59404508.6
Spec Sit Fund (£50M),0.02,0.4,10,0.08,0.120163392,0.3715634133333333,56688768.0
Spec Sit Fund (£50M),0.02,0.4,11,0.08,0.102385464,0.7368808133333333,59206424.4
Spec Sit Fund (£50M),0.02,0.4,12,0.08,0.129840924,0.7521338466666667,59664015.4
Spec Sit Fund (£50M),0.02,0.4,13,0.08,0.139253316,0.47779399333333333,57724121.4
Spec Sit Fund (£50M),0.02,0.4,14,0.08,0.1051539,0.5733020333333333,58014189.0
Spec Sit Fund (£50M),0.02,0.4,15,0.08,0.118029168,0.74557176,59467152.8
Spec Sit Fund (£50M),0.02,0.4,16,0.08,0.143277552,0.75959864,59887959.2
Spec Sit Fund (£50M),0.02,0.4,17,0.08,0.129500568,0.75194476,59658342.8
Spec Sit Fund (£50M),0.02,0.4,18,0.08,0.080846604,0.72491478,58847443.4
Spec Sit Fund (£50M),0.02,0.4,19,0.08,0.143886432,0.7599369066666667,59898107.2
Spec Sit Fund (£50M),0.02,0.4,20,0.08,0.141242616,0.75846812,59854043.6
Spec Sit Fund (£50M),0.02,0.4,21,0.08,0.121161012,0.7473116733333334,59519350.2
Spec Sit Fund (£50M),0.02,0.4,22,0.08,0.147608832,0.3907912533333333,57176044.8
Spec Sit Fund (£50M),0.02,0.4,23,0.08,0.141887676,0.50019662,57925070.6
Spec Sit Fund (£50M),0.02,0.4,24,0.08,0.129639252,0.7520218066666666,59660654.2
Spec Sit Fund (£50M),0.02,0.4,25,0.08,0.1386294,0.7570163333333333,59810490.0
Spec Sit Fund (£50M),0.02,0.4,26,0.08,0.0791392194,0.45605652766666666,56809664.2
Spec Sit Fund (£50M),0.02,0.4,27,0.08,0.125992512,0.43541632,57240528.8
Spec Sit Fund (£50M),0.02,0.4,28,0.08,0.128644248,0.21212556,55598994.8
Spec Sit Fund (£50M),0.02,0.4,29,0.08,0.08716698,0.7284261,58952783.0
Spec Sit Fund (£50M),0.02,0.4,30,0.08,0.140171424,0.7578730133333333,59836190.4
Spec Sit Fund (£50M),0.02,0.4,31,0.08,0.1374762,0.7563756666666667,59791270.0
Spec Sit Fund (£50M),0.02,0.4,32,0.08,0.121933212,0.7477406733333334,59532220.2
Spec Sit Fund (£50M),0.02,0.4,33,0.08,0.079193124,0.5658897533333334,57634087.2
Spec Sit Fund (£50M),0.02,0.4,34,0.08,0.13284738,0.7538041,59714123.0
Spec Sit Fund (£50M),0.02,0.4,35,0.08,0.14030238,0.5852357933333333,58543048.2
Spec Sit Fund (£50M),0.02,0.4,36,0.08,0.138461784,0.7569232133333333,59807696.4
Spec Sit Fund (£50M),0.02,0.4,37,0.08,0.146296284,0.7612757133333333,59938271.4
Spec Sit Fund (£50M),0.02,0.4,38,0.08,0.105790632,0.7387725733333333,59263177.2
Spec Sit Fund (£50M),0.02,0.4,39,0.08,0.12304452,0.4594969466666667,57384283.6
Spec Sit Fund (£50M),0.02,0.4,40,0.08,0.129881448,0.75215636,59664690.8
Spec Sit Fund (£50M),0.02,0.4,41,0.08,0.129682032,0.42518616,57209921.6
Spec Sit Fund (£50M),0.02,0.4,42,0.08,0.126015024,0.36426136,56707148.0
Spec Sit Fund (£50M),0.02,0.4,43,0.08,0.095519448,0.73306636,59091990.8
Spec Sit Fund (£50M),0.02,0.4,44,0.08,0.13194078,0.7533004333333333,59699013.0
Spec Sit Fund (£50M),0.02,0.4,45,0.08,0.11550246,0.7441680333333334,59425041.0
Spec Sit Fund (£50M),0.02,0.4,46,0.08,0.135025764,0.7550143133333334,59750429.4
Spec Sit Fund (£50M),0.02,0.4,47,0.08,0.149671092,0.7631506066666667,59994518.2
Spec Sit Fund (£50M),0.02,0.4,48,0.08,0.144149988,0.40899106,57269307.8
Spec Sit Fund (£50M),0.02,0.4,49,0.08,0.123662436,0.7487013533333333,59561040.6
Spec Sit Fund (£50M),0.05,0.4,0,0.08,0.099957732,0.1731117,54947809.4
Spec Sit Fund (£50M),0.05,0.4,1,0.08,0.113805252,0.48646695333333334,57471067.8
Spec Sit Fund (£50M),0.05,0.4,2,0.08,0.087302652,-0.0239845,53311399.4
Spec Sit Fund (£50M),0.05,0.4,3,0.08,0.092384748,-0.5052932733333333,49765109.8
Spec Sit Fund (£50M),0.05,0.4,4,0.08,0.146873928,0.5579870266666667,58420826.8
Spec Sit Fund (£50M),0.05,0.4,5,0.08,0.148600284,0.7625557133333334,59976671.4
Spec Sit Fund (£50M),0.05,0.4,6,0.08,0.134757636,0.51436658,57942219.8
Spec Sit Fund (£50M),0.05,0.4,7,0.08,0.113375316,0.5367840466666667,57843071.8
Spec Sit Fund (£50M),0.05,0.4,8,0.08,0.138878712,0.10062737333333334,54890689.2
Spec Sit Fund (£50M),0.05,0.4,9,0.08,0.123269844,0.51485722,57802302.2
Spec Sit Fund (£50M),0.05,0.4,10,0.08,0.139579716,0.5781815133333333,58481107.8
Spec Sit Fund (£50M),0.05,0.4,11,0.08,0.134441436,0.52657022,58029794.6
Spec Sit Fund (£50M),0.05,0.4,12,0.08,0.148068324,0.76226018,59967805.4
Spec Sit Fund (£50M),0.05,0.4,13,0.08,0.137704356,0.75650242,59795072.6
Spec Sit Fund (£50M),0.05,0.4,14,0.08,0.14063022,0.4570377666666667,57585661.0
Spec Sit Fund (£50M),0.05,0.4,15,0.08,0.137055492,0.2808748466666667,56219755.0
Spec Sit Fund (£50M),0.05,0.4,16,0.08,0.133966248,0.7544256933333333,59732770.8
Spec Sit Fund (£50M),0.05,0.4,17,0.08,0.126921276,0.5650198733333334,58224165.0
Spec Sit Fund (£50M),0.05,0.4,18,0.08,0.137892324,0.11484759333333333,54985011.0
Spec Sit Fund (£50M),0.05,0.4,19,0.08,0.088373076,0.7290961533333333,58972884.6
Spec Sit Fund (£50M),0.05,0.4,20,0.08,0.133140624,0.19068509333333333,55494396.0
Spec Sit Fund (£50M),0.05,0.4,21,0.08,0.133910664,-0.5523395866666667,49931336.4
Spec Sit Fund (£50M),0.05,0.4,22,0.08,0.130043772,0.60920814,58594608.2
Spec Sit Fund (£50M),0.05,0.4,23,0.08,0.147061896,0.5158706533333334,58107303.6
Spec Sit Fund (£50M),0.05,0.4,24,0.08,0.145443108,0.04911106,54586371.8
Spec Sit Fund (£50M),0.05,0.4,25,0.08,0.107335884,0.7396310466666667,59288931.4
Spec Sit Fund (£50M),0.05,0.4,26,0.08,0.130740468,0.7526335933333334,59679007.8
Spec Sit Fund (£50M),0.05,0.4,27,0.08,0.111734544,0.24832029333333333,55659084.0
Spec Sit Fund (£50M),0.05,0.4,28,0.08,0.143528856,0.7597382533333333,59892147.6
Spec Sit Fund (£50M),0.05,0.4,29,0.08,0.133391448,0.6013611866666667,58577602.0
Spec Sit Fund (£50M),0.05,0.4,30,0.08,0.14719698,0.51450026,58098714.2
Spec Sit Fund (£50M),0.05,0.4,31,0.08,0.120064464,0.25694365333333335,55827883.2
Spec Sit Fund (£50M),0.05,0.4,32,0.08,0.133245756,0.25268494,55960709.0
Spec Sit Fund (£50M),0.05,0.4,33,0.08,0.139055616,0.4926549333333333,57833107.2
Spec Sit Fund (£50M),0.05,0.4,34,0.08,0.093783324,0.7321018466666667,59063055.4
Spec Sit Fund (£50M),0.05,0.4,35,0.08,0.14789082,0.49303228666666665,57946377.4
Spec Sit Fund (£50M),0.05,0.4,36,0.08,0.110260584,0.74125588,59337676.4
Spec Sit Fund (£50M),0.05,0.4,37,0.08,0.087608772,0.47703314,57072858.2
Spec Sit Fund (£50M),0.05,0.4,38,0.08,0.133761852,0.75431214,59729364.2
Spec Sit Fund (£50M),0.05,0.4,39,0.08,0.128971392,0.22052128,55666052.0
Spec Sit Fund (£50M),0.05,0.4,40,0.08,0.143457408,0.29001930666666664,56368362.4
Spec Sit Fund (£50M),0.05,0.4,41,0.08,0.12335754,0.7485319666666667,59555959.0
Spec Sit Fund (£50M),0.05,0.4,42,0.08,0.10892436,0.7405135333333334,59315406.0
Spec Sit Fund (£50M),0.05,0.4,43,0.08,0.13692576,0.7560698666666666,59782096.0
Spec Sit Fund (£50M),0.05,0.4,44,0.08,0.149213952,-0.004436266666666667,54231902.4
Spec Sit Fund (£50M),0.05,0.4,45,0.08,0.129986532,0.75221474,59666442.2
Spec Sit Fund (£50M),0.05,0.4,46,0.08,0.129792192,0.5036381866666667,57799688.8
Spec Sit Fund (£50M),0.05,0.4,47,0.08,0.10447272,0.6004847733333334,58209544.8
Spec Sit Fund (£50M),0.05,0.4,48,0.08,0.144113256,0.76006292,59901887.6
Spec Sit Fund (£50M),0.05,0.4,49,0.08,0.147070224,0.3598964,56937600.8
Spec Sit Fund (£50M),0.1,0.4,0,0.08,0.141975852,0.40914011333333333,57243249.0
Spec Sit Fund (£50M),0.1,0.4,1,0.08,0.0779227812,0.3720468313333333,56164386.0
Spec Sit Fund (£50M),0.1,0.4,2,0.08,0.128801952,0.27135482666666666,56045185.6
Spec Sit Fund (£50M),0.1,0.4,3,0.08,0.147868236,0.76214902,59964470.6
Spec Sit Fund (£50M),0.1,0.4,4,0.08,0.0760003128,-0.13321385466666666,52350900.0
Spec Sit Fund (£50M),0.1,0.4,5,0.08,0.149727012,0.4019918066666667,57286526.2
Spec Sit Fund (£50M),0.1,0.4,6,0.08,0.139109712,0.12089074666666667,55045552.0
Spec Sit Fund (£50M),0.1,0.4,7,0.08,0.0774431316,0.529174354,57336846.8
Spec Sit Fund (£50M),0.1,0.4,8,0.08,0.091880772,-0.16329400666666666,52323804.6
Spec Sit Fund (£50M),0.1,0.4,9,0.08,0.133160064,0.40397834666666665,57094338.4
Spec Sit Fund (£50M),0.1,0.4,10,0.08,-0.15113142,-0.7372952333333334,44981143.0
Spec Sit Fund (£50M),0.1,0.4,11,0.08,0.144967848,0.41725502666666664,57341510.8
Spec Sit Fund (£50M),0.1,0.4,12,0.08,0.129031788,0.7516843266666666,59650529.8
Spec Sit Fund (£50M),0.1,0.4,13,0.08,0.082821876,-0.60732118,48880364.6
Spec Sit Fund (£50M),0.1,0.4,14,0.08,0.119641728,0.35941184,56591110.4
Spec Sit Fund (£50M),0.1,0.4,15,0.08,0.098628492,0.06506283333333333,54120827.4
Spec Sit Fund (£50M),0.1,0.4,16,0.08,0.146971368,-0.17557334666666666,52920342.0
Spec Sit Fund (£50M),0.1,0.4,17,0.08,0.137831856,-0.5634108533333333,49897316.8
Spec Sit Fund (£50M),0.1,0.4,18,0.08,0.140953104,0.5987334133333333,58652414.4
Spec Sit Fund (£50M),0.1,0.4,19,0.08,0.140978256,-0.4143508533333333,51054596.8
Spec Sit Fund (£50M),0.1,0.4,20,0.08,0.125259168,0.061659573333333335,54428186.4
Spec Sit Fund (£50M),0.1,0.4,21,0.08,0.139916712,0.42779572,57357426.8
Spec Sit Fund (£50M),0.1,0.4,22,0.08,0.145304076,0.5419967,58281276.2
Spec Sit Fund (£50M),0.1,0.4,23,0.08,0.0768222072,0.5367952013333334,57386241.6
Spec Sit Fund (£50M),0.1,0.4,24,0.08,0.119833284,-0.08453155333333333,53263929.4
Spec Sit Fund (£50M),0.1,0.4,25,0.08,0.0745447896,0.059006684,53774360.0
Spec Sit Fund (£50M),0.1,0.4,26,0.08,0.137901264,-0.10519426666666666,53334808.8
Spec Sit Fund (£50M),0.1,0.4,27,0.08,0.13973952,0.7576330666666666,59828992.0
Spec Sit Fund (£50M),0.1,0.4,28,0.08,0.133052088,0.12262609333333334,54982846.8
Spec Sit Fund (£50M),0.1,0.4,29,0.08,0.122778072,0.3753203333333333,56749628.4
Spec Sit Fund (£50M),0.1,0.4,30,0.08,0.14583306,0.39535052666666665,57188042.2
Spec Sit Fund (£50M),0.1,0.4,31,0.08,0.141558624,0.58189936,58533728.0
Spec Sit Fund (£50M),0.1,0.4,32,0.08,0.12521004,0.05138822666666667,54350537.2
Spec Sit Fund (£50M),0.1,0.4,33,0.08,0.116571072,0.5279021866666667,57816404.8
Spec Sit Fund (£50M),0.1,0.4,34,0.08,0.108824688,0.18074968,55115931.2
Spec Sit Fund (£50M),0.1,0.4,35,0.08,0.14898534,0.50685198,58063706.6
Spec Sit Fund (£50M),0.1,0.4,36,0.08,0.131717988,0.75317666,59695299.8
Spec Sit Fund (£50M),0.1,0.4,37,0.08,0.09209904,0.5162380266666666,57423023.2
Spec Sit Fund (£50M),0.1,0.4,38,0.08,0.125743176,-0.5086915866666667,50156602.8
Spec Sit Fund (£50M),0.1,0.4,39,0.08,0.138530976,0.5546896533333333,58291809.6
Spec Sit Fund (£50M),0.1,0.4,40,0.08,0.140921892,0.22083212666666666,55817764.6
Spec Sit Fund (£50M),0.1,0.4,41,0.08,0.122269548,0.4238760066666667,57107439.4
Spec Sit Fund (£50M),0.1,0.4,42,0.08,0.149949396,0.42575140666666667,57467503.0
Spec Sit Fund (£50M),0.1,0.4,43,0.08,0.134407296,0.75467072,59740121.6
Spec Sit Fund (£50M),0.1,0.4,44,0.08,0.13824474,0.7568026333333333,59804079.0
Spec Sit Fund (£50M),0.1,0.4,45,0.08,0.116760444,-0.061669086666666664,53396987.4
Spec Sit Fund (£50M),0.1,0.4,46,0.08,0.120752844,0.24790134,55768670.6
Spec Sit Fund (£50M),0.1,0.4,47,0.08,0.11865372,-0.17283849333333334,52586882.8
Spec Sit Fund (£50M),0.1,0.4,48,0.08,0.094401624,0.48374156,57208082.0
Spec Sit Fund (£50M),0.1,0.4,49,0.08,0.1347009,0.26154071333333334,56045316.6
